"PID","Attention_Check","Score","Item","Trait","Order"
88,"8",1,"the AI therapist","good-intentions","6"
89,"8",4,"the robot vacuum","trust","10"
89,"8",5,"the robot vacuum","reliable","7"
89,"8",3,"the robot vacuum","good-intentions","2"
89,"8",5,"the spam filter","trust","1"
89,"8",5,"the spam filter","reliable","11"
89,"8",5,"the spam filter","good-intentions","5"
89,"8",5,"Microsoft Copilot","trust","18"
89,"8",5,"Microsoft Copilot","reliable","17"
89,"8",4,"Microsoft Copilot","good-intentions","4"
89,"8",5,"the Instagram filter","trust","16"
89,"8",5,"the Instagram filter","reliable","13"
89,"8",5,"the Instagram filter","good-intentions","9"
89,"8",5,"Amazon Alexa","trust","6"
89,"8",5,"Amazon Alexa","reliable","14"
89,"8",4,"Amazon Alexa","good-intentions","3"
89,"8",4,"DALL-E","trust","12"
89,"8",4,"DALL-E","reliable","15"
89,"8",4,"DALL-E","good-intentions","8"
90,"8",7,"the AI therapist","trust","16"
90,"8",7,"the AI therapist","reliable","18"
90,"8",3,"the AI therapist","good-intentions","11"
90,"8",7,"the predictive policing algorithm","trust","10"
90,"8",5,"the predictive policing algorithm","reliable","3"
90,"8",4,"the predictive policing algorithm","good-intentions","4"
90,"8",7,"the self-driving car","trust","14"
90,"8",7,"the self-driving car","reliable","13"
90,"8",3,"the self-driving car","good-intentions","15"
90,"8",7,"ChatGPT","trust","9"
90,"8",7,"ChatGPT","reliable","8"
90,"8",3,"ChatGPT","good-intentions","1"
90,"8",4,"Amazon Alexa","trust","12"
90,"8",7,"Amazon Alexa","reliable","5"
90,"8",3,"Amazon Alexa","good-intentions","2"
90,"8",6,"the smart watch","trust","17"
90,"8",7,"the smart watch","reliable","6"
90,"8",3,"the smart watch","good-intentions","7"
91,"8",7,"the smart watch","trust","9"
91,"8",7,"the smart watch","reliable","14"
91,"8",1,"the smart watch","good-intentions","10"
91,"8",1,"the autonomous killer drone","trust","16"
91,"8",4,"the autonomous killer drone","reliable","17"
91,"8",1,"the autonomous killer drone","good-intentions","2"
91,"8",6,"Apple’s Siri","trust","7"
91,"8",7,"Apple’s Siri","reliable","6"
91,"8",7,"Apple’s Siri","good-intentions","8"
91,"8",7,"the predictive sentencing algorithm","trust","1"
91,"8",7,"the predictive sentencing algorithm","reliable","12"
91,"8",6,"the predictive sentencing algorithm","good-intentions","11"
91,"8",1,"Amazon Alexa","trust","18"
91,"8",5,"Amazon Alexa","reliable","4"
91,"8",4,"Amazon Alexa","good-intentions","15"
91,"8",7,"the predictive policing algorithm","trust","5"
91,"8",7,"the predictive policing algorithm","reliable","13"
91,"8",7,"the predictive policing algorithm","good-intentions","3"
92,"8",7,"Microsoft Copilot","trust","7"
92,"8",7,"Microsoft Copilot","reliable","16"
92,"8",7,"Microsoft Copilot","good-intentions","6"
92,"8",7,"the AI therapist","trust","11"
92,"8",7,"the AI therapist","reliable","5"
92,"8",7,"the AI therapist","good-intentions","17"
92,"8",7,"the robot vacuum","trust","8"
92,"8",7,"the robot vacuum","reliable","3"
92,"8",7,"the robot vacuum","good-intentions","1"
92,"8",7,"the self-driving car","trust","13"
92,"8",7,"the self-driving car","reliable","4"
92,"8",4,"the self-driving car","good-intentions","15"
92,"8",7,"the spam filter","trust","2"
92,"8",7,"the spam filter","reliable","10"
92,"8",4,"the spam filter","good-intentions","9"
92,"8",7,"ChatGPT","trust","14"
92,"8",7,"ChatGPT","reliable","18"
92,"8",7,"ChatGPT","good-intentions","12"
93,"8",7,"Google's AI Overviews","trust","12"
93,"8",7,"Google's AI Overviews","reliable","1"
93,"8",5,"Google's AI Overviews","good-intentions","14"
93,"8",5,"the AI photo editing tool","trust","7"
93,"8",7,"the AI photo editing tool","reliable","10"
93,"8",5,"the AI photo editing tool","good-intentions","16"
93,"8",6,"the predictive sentencing algorithm","trust","6"
93,"8",5,"the predictive sentencing algorithm","reliable","13"
93,"8",5,"the predictive sentencing algorithm","good-intentions","3"
93,"8",7,"the factory robot","trust","18"
93,"8",7,"the factory robot","reliable","4"
93,"8",7,"the factory robot","good-intentions","8"
93,"8",4,"the spam filter","trust","15"
93,"8",7,"the spam filter","reliable","2"
93,"8",5,"the spam filter","good-intentions","11"
93,"8",4,"the smart watch","trust","9"
93,"8",6,"the smart watch","reliable","5"
93,"8",4,"the smart watch","good-intentions","17"
94,"4",6,"Google's AI Overviews","trust","5"
94,"4",6,"Google's AI Overviews","reliable","17"
94,"4",6,"Google's AI Overviews","good-intentions","11"
94,"4",4,"the spam filter","trust","12"
94,"4",4,"the spam filter","reliable","14"
94,"4",5,"the spam filter","good-intentions","15"
94,"4",7,"the AI therapist","trust","6"
94,"4",7,"the AI therapist","reliable","18"
94,"4",6,"the AI therapist","good-intentions","9"
94,"4",7,"the robot vacuum","trust","10"
94,"4",7,"the robot vacuum","reliable","1"
94,"4",7,"the robot vacuum","good-intentions","7"
94,"4",7,"the audio transcription AI","trust","16"
94,"4",6,"the audio transcription AI","reliable","2"
94,"4",6,"the audio transcription AI","good-intentions","8"
94,"4",7,"Apple’s Siri","trust","3"
94,"4",7,"Apple’s Siri","reliable","4"
94,"4",7,"Apple’s Siri","good-intentions","13"
95,"8",7,"Amazon Alexa","trust","5"
95,"8",7,"Amazon Alexa","reliable","18"
95,"8",7,"Amazon Alexa","good-intentions","1"
95,"8",7,"the audio transcription AI","trust","7"
95,"8",1,"the audio transcription AI","reliable","2"
95,"8",7,"the audio transcription AI","good-intentions","11"
95,"8",7,"the smart watch","trust","13"
95,"8",7,"the smart watch","reliable","16"
95,"8",7,"the smart watch","good-intentions","14"
95,"8",7,"the predictive sentencing algorithm","trust","3"
95,"8",7,"the predictive sentencing algorithm","reliable","10"
95,"8",7,"the predictive sentencing algorithm","good-intentions","12"
95,"8",7,"the Artificial Moral Advisor","trust","4"
95,"8",7,"the Artificial Moral Advisor","reliable","8"
95,"8",7,"the Artificial Moral Advisor","good-intentions","9"
95,"8",7,"Microsoft Copilot","trust","15"
95,"8",7,"Microsoft Copilot","reliable","6"
95,"8",7,"Microsoft Copilot","good-intentions","17"
96,"8",6,"the AI photo editing tool","trust","7"
96,"8",5,"the AI photo editing tool","reliable","6"
96,"8",1,"the AI photo editing tool","good-intentions","16"
96,"8",7,"the self-driving car","trust","3"
96,"8",7,"the self-driving car","reliable","18"
96,"8",2,"the self-driving car","good-intentions","4"
96,"8",5,"the autonomous killer drone","trust","9"
96,"8",4,"the autonomous killer drone","reliable","2"
96,"8",1,"the autonomous killer drone","good-intentions","17"
96,"8",6,"the audio transcription AI","trust","10"
96,"8",5,"the audio transcription AI","reliable","8"
96,"8",4,"the audio transcription AI","good-intentions","15"
96,"8",7,"the robot vacuum","trust","1"
96,"8",7,"the robot vacuum","reliable","11"
96,"8",2,"the robot vacuum","good-intentions","13"
96,"8",6,"the AI therapist","trust","12"
96,"8",6,"the AI therapist","reliable","5"
96,"8",3,"the AI therapist","good-intentions","14"
97,"8",7,"the AI therapist","trust","11"
97,"8",7,"the AI therapist","reliable","18"
97,"8",6,"the AI therapist","good-intentions","8"
97,"8",5,"the Instagram filter","trust","7"
97,"8",5,"the Instagram filter","reliable","4"
97,"8",5,"the Instagram filter","good-intentions","12"
97,"8",7,"Microsoft Copilot","trust","10"
97,"8",7,"Microsoft Copilot","reliable","1"
97,"8",7,"Microsoft Copilot","good-intentions","2"
97,"8",4,"the self-driving car","trust","5"
97,"8",7,"the self-driving car","reliable","14"
97,"8",5,"the self-driving car","good-intentions","6"
97,"8",7,"the predictive sentencing algorithm","trust","3"
97,"8",7,"the predictive sentencing algorithm","reliable","15"
97,"8",7,"the predictive sentencing algorithm","good-intentions","9"
97,"8",7,"Google's AI Overviews","trust","17"
97,"8",7,"Google's AI Overviews","reliable","13"
97,"8",6,"Google's AI Overviews","good-intentions","16"
98,"8",5,"ChatGPT","trust","5"
98,"8",6,"ChatGPT","reliable","11"
98,"8",1,"ChatGPT","good-intentions","17"
98,"8",3,"Amazon Alexa","trust","6"
98,"8",7,"Amazon Alexa","reliable","15"
98,"8",1,"Amazon Alexa","good-intentions","4"
98,"8",2,"the robot vacuum","trust","10"
98,"8",7,"the robot vacuum","reliable","8"
98,"8",1,"the robot vacuum","good-intentions","18"
98,"8",5,"the Artificial Moral Advisor","trust","9"
98,"8",6,"the Artificial Moral Advisor","reliable","16"
98,"8",1,"the Artificial Moral Advisor","good-intentions","12"
98,"8",6,"the audio transcription AI","trust","1"
98,"8",7,"the audio transcription AI","reliable","7"
98,"8",1,"the audio transcription AI","good-intentions","2"
98,"8",3,"the predictive policing algorithm","trust","14"
98,"8",5,"the predictive policing algorithm","reliable","13"
98,"8",1,"the predictive policing algorithm","good-intentions","3"
99,"8",6,"the spam filter","trust","3"
99,"8",6,"the spam filter","reliable","18"
99,"8",2,"the spam filter","good-intentions","4"
99,"8",7,"the self-driving car","trust","16"
99,"8",7,"the self-driving car","reliable","2"
99,"8",2,"the self-driving car","good-intentions","5"
99,"8",6,"Google's AI Overviews","trust","12"
99,"8",7,"Google's AI Overviews","reliable","10"
99,"8",1,"Google's AI Overviews","good-intentions","11"
99,"8",5,"Microsoft Copilot","trust","14"
99,"8",6,"Microsoft Copilot","reliable","7"
99,"8",1,"Microsoft Copilot","good-intentions","17"
99,"8",2,"the Instagram filter","trust","15"
99,"8",5,"the Instagram filter","reliable","1"
99,"8",1,"the Instagram filter","good-intentions","6"
99,"8",6,"the predictive sentencing algorithm","trust","8"
99,"8",7,"the predictive sentencing algorithm","reliable","13"
99,"8",1,"the predictive sentencing algorithm","good-intentions","9"
100,"8",3,"the Instagram filter","trust","17"
100,"8",6,"the Instagram filter","reliable","7"
100,"8",1,"the Instagram filter","good-intentions","11"
100,"8",6,"Microsoft Copilot","trust","18"
100,"8",6,"Microsoft Copilot","reliable","13"
100,"8",3,"Microsoft Copilot","good-intentions","6"
100,"8",7,"the predictive policing algorithm","trust","2"
100,"8",7,"the predictive policing algorithm","reliable","14"
100,"8",2,"the predictive policing algorithm","good-intentions","8"
100,"8",6,"Google's AI Overviews","trust","16"
100,"8",6,"Google's AI Overviews","reliable","15"
100,"8",2,"Google's AI Overviews","good-intentions","5"
100,"8",6,"the robot vacuum","trust","9"
100,"8",7,"the robot vacuum","reliable","12"
100,"8",3,"the robot vacuum","good-intentions","3"
100,"8",6,"the audio transcription AI","trust","10"
100,"8",7,"the audio transcription AI","reliable","1"
100,"8",3,"the audio transcription AI","good-intentions","4"
101,"8",7,"the self-driving car","trust","18"
101,"8",7,"the self-driving car","reliable","12"
101,"8",7,"the self-driving car","good-intentions","2"
101,"8",7,"the autonomous killer drone","trust","6"
101,"8",7,"the autonomous killer drone","reliable","3"
101,"8",7,"the autonomous killer drone","good-intentions","1"
101,"8",7,"Microsoft Copilot","trust","15"
101,"8",7,"Microsoft Copilot","reliable","4"
101,"8",3,"Microsoft Copilot","good-intentions","11"
101,"8",7,"ChatGPT","trust","7"
101,"8",7,"ChatGPT","reliable","8"
101,"8",7,"ChatGPT","good-intentions","9"
101,"8",7,"DALL-E","trust","17"
101,"8",7,"DALL-E","reliable","10"
101,"8",2,"DALL-E","good-intentions","14"
101,"8",7,"the AI photo editing tool","trust","13"
101,"8",7,"the AI photo editing tool","reliable","16"
101,"8",7,"the AI photo editing tool","good-intentions","5"
102,"8",4,"the autonomous killer drone","trust","2"
102,"8",6,"the autonomous killer drone","reliable","4"
102,"8",2,"the autonomous killer drone","good-intentions","15"
102,"8",2,"the AI photo editing tool","trust","13"
102,"8",6,"the AI photo editing tool","reliable","5"
102,"8",3,"the AI photo editing tool","good-intentions","12"
102,"8",5,"the robot vacuum","trust","3"
102,"8",7,"the robot vacuum","reliable","18"
102,"8",3,"the robot vacuum","good-intentions","6"
102,"8",6,"the predictive sentencing algorithm","trust","1"
102,"8",6,"the predictive sentencing algorithm","reliable","10"
102,"8",5,"the predictive sentencing algorithm","good-intentions","9"
102,"8",6,"Microsoft Copilot","trust","14"
102,"8",6,"Microsoft Copilot","reliable","8"
102,"8",4,"Microsoft Copilot","good-intentions","11"
102,"8",2,"the Instagram filter","trust","7"
102,"8",3,"the Instagram filter","reliable","16"
102,"8",2,"the Instagram filter","good-intentions","17"
103,"8",7,"Google's AI Overviews","trust","18"
103,"8",7,"Google's AI Overviews","reliable","8"
103,"8",5,"Google's AI Overviews","good-intentions","14"
103,"8",6,"Microsoft Copilot","trust","9"
103,"8",7,"Microsoft Copilot","reliable","7"
103,"8",5,"Microsoft Copilot","good-intentions","11"
103,"8",7,"the Artificial Moral Advisor","trust","2"
103,"8",6,"the Artificial Moral Advisor","reliable","4"
103,"8",6,"the Artificial Moral Advisor","good-intentions","6"
103,"8",6,"the robot vacuum","trust","17"
103,"8",7,"the robot vacuum","reliable","10"
103,"8",5,"the robot vacuum","good-intentions","16"
103,"8",7,"Apple’s Siri","trust","1"
103,"8",6,"Apple’s Siri","reliable","15"
103,"8",5,"Apple’s Siri","good-intentions","12"
103,"8",5,"the smart watch","trust","13"
103,"8",6,"the smart watch","reliable","5"
103,"8",6,"the smart watch","good-intentions","3"
104,"8",5,"the Artificial Moral Advisor","trust","16"
104,"8",5,"the Artificial Moral Advisor","reliable","15"
104,"8",2,"the Artificial Moral Advisor","good-intentions","8"
104,"8",5,"Microsoft Copilot","trust","6"
104,"8",7,"Microsoft Copilot","reliable","3"
104,"8",2,"Microsoft Copilot","good-intentions","13"
104,"8",6,"the spam filter","trust","2"
104,"8",6,"the spam filter","reliable","7"
104,"8",1,"the spam filter","good-intentions","9"
104,"8",5,"the self-driving car","trust","10"
104,"8",5,"the self-driving car","reliable","18"
104,"8",1,"the self-driving car","good-intentions","17"
104,"8",2,"the AI therapist","trust","14"
104,"8",4,"the AI therapist","reliable","4"
104,"8",2,"the AI therapist","good-intentions","11"
104,"8",5,"DALL-E","trust","12"
104,"8",7,"DALL-E","reliable","1"
104,"8",3,"DALL-E","good-intentions","5"
105,"8",7,"the self-driving car","trust","16"
105,"8",7,"the self-driving car","reliable","11"
105,"8",4,"the self-driving car","good-intentions","13"
105,"8",7,"the factory robot","trust","12"
105,"8",7,"the factory robot","reliable","8"
105,"8",3,"the factory robot","good-intentions","3"
105,"8",7,"the robot vacuum","trust","17"
105,"8",7,"the robot vacuum","reliable","2"
105,"8",4,"the robot vacuum","good-intentions","14"
105,"8",7,"Google's AI Overviews","trust","9"
105,"8",7,"Google's AI Overviews","reliable","10"
105,"8",4,"Google's AI Overviews","good-intentions","4"
105,"8",7,"ChatGPT","trust","1"
105,"8",7,"ChatGPT","reliable","18"
105,"8",3,"ChatGPT","good-intentions","15"
105,"8",3,"the autonomous killer drone","trust","7"
105,"8",7,"the autonomous killer drone","reliable","6"
105,"8",1,"the autonomous killer drone","good-intentions","5"
106,"8",3,"the robot vacuum","trust","5"
106,"8",7,"the robot vacuum","reliable","9"
106,"8",1,"the robot vacuum","good-intentions","13"
106,"8",6,"Apple’s Siri","trust","6"
106,"8",7,"Apple’s Siri","reliable","8"
106,"8",1,"Apple’s Siri","good-intentions","7"
106,"8",5,"the audio transcription AI","trust","3"
106,"8",7,"the audio transcription AI","reliable","10"
106,"8",1,"the audio transcription AI","good-intentions","2"
106,"8",6,"the predictive policing algorithm","trust","4"
106,"8",7,"the predictive policing algorithm","reliable","17"
106,"8",3,"the predictive policing algorithm","good-intentions","1"
106,"8",4,"the smart watch","trust","18"
106,"8",5,"the smart watch","reliable","12"
106,"8",1,"the smart watch","good-intentions","15"
106,"8",6,"the Artificial Moral Advisor","trust","16"
106,"8",6,"the Artificial Moral Advisor","reliable","14"
106,"8",2,"the Artificial Moral Advisor","good-intentions","11"
107,"8",7,"the autonomous killer drone","trust","2"
107,"8",7,"the autonomous killer drone","reliable","1"
107,"8",5,"the autonomous killer drone","good-intentions","14"
107,"8",7,"ChatGPT","trust","12"
107,"8",7,"ChatGPT","reliable","3"
107,"8",6,"ChatGPT","good-intentions","7"
107,"8",6,"the Instagram filter","trust","8"
107,"8",7,"the Instagram filter","reliable","17"
107,"8",5,"the Instagram filter","good-intentions","16"
107,"8",7,"DALL-E","trust","10"
107,"8",7,"DALL-E","reliable","18"
107,"8",6,"DALL-E","good-intentions","9"
107,"8",7,"the AI photo editing tool","trust","6"
107,"8",7,"the AI photo editing tool","reliable","15"
107,"8",5,"the AI photo editing tool","good-intentions","11"
107,"8",5,"the audio transcription AI","trust","4"
107,"8",6,"the audio transcription AI","reliable","5"
107,"8",5,"the audio transcription AI","good-intentions","13"
108,"8",7,"the AI photo editing tool","trust","8"
108,"8",7,"the AI photo editing tool","reliable","1"
108,"8",2,"the AI photo editing tool","good-intentions","9"
